_id,year_month,year,month,month_name,harmonize_grp,hmn_grp_name_export,items_baht_amnt_export
233,2020-09-01T00:00:00,2020,9,September,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,18084039445
255,2020-08-01T00:00:00,2020,8,August,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6500976175
234,2020-09-01T00:00:00,2020,9,September,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12614088389
235,2020-09-01T00:00:00,2020,9,September,29,เคมีภัณฑ์อินทรีย์,9185421731
236,2020-09-01T00:00:00,2020,9,September,73,ของทำด้วยเหล็กหรือเหล็กกล้า,11049518342
237,2020-09-01T00:00:00,2020,9,September,10,ธัญพืช,7809569557
238,2020-09-01T00:00:00,2020,9,September,8,ผลไม้และลูกนัตที่บริโภคได้,13453930211
239,2020-09-01T00:00:00,2020,9,September,74,ทองแดงและชองทำด้วยทองแดง,6014428692
240,2020-09-01T00:00:00,2020,9,September,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6894179412
241,2020-08-01T00:00:00,2020,8,August,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,94410807563
242,2020-08-01T00:00:00,2020,8,August,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,90571565654
243,2020-08-01T00:00:00,2020,8,August,87,ยานยนต์และส่วนประกอบ,58000689536
244,2020-08-01T00:00:00,2020,8,August,40,ยางและของทำด้วยยาง,41664046859
245,2020-08-01T00:00:00,2020,8,August,39,พลาสติกและของที่ทำด้วยพลาสติก,31031549360
246,2020-08-01T00:00:00,2020,8,August,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,98573930637
247,2020-08-01T00:00:00,2020,8,August,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,13742351865
248,2020-08-01T00:00:00,2020,8,August,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17238614314
249,2020-08-01T00:00:00,2020,8,August,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",12403338587
250,2020-08-01T00:00:00,2020,8,August,29,เคมีภัณฑ์อินทรีย์,8457159940
251,2020-08-01T00:00:00,2020,8,August,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9531715418
252,2020-08-01T00:00:00,2020,8,August,10,ธัญพืช,7618789770
253,2020-08-01T00:00:00,2020,8,August,8,ผลไม้และลูกนัตที่บริโภคได้,11999537818
256,2020-07-01T00:00:00,2020,7,July,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,96349612609
257,2020-07-01T00:00:00,2020,7,July,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,84176927367
258,2020-07-01T00:00:00,2020,7,July,87,ยานยนต์และส่วนประกอบ,53900523003
259,2020-07-01T00:00:00,2020,7,July,40,ยางและของทำด้วยยาง,37557322463
260,2020-07-01T00:00:00,2020,7,July,39,พลาสติกและของที่ทำด้วยพลาสติก,28959954727
261,2020-07-01T00:00:00,2020,7,July,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,61352771543
262,2020-07-01T00:00:00,2020,7,July,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,15166758285
263,2020-07-01T00:00:00,2020,7,July,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,16855171453
264,2020-07-01T00:00:00,2020,7,July,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",13260235427
265,2020-07-01T00:00:00,2020,7,July,29,เคมีภัณฑ์อินทรีย์,9092908391
266,2020-07-01T00:00:00,2020,7,July,73,ของทำด้วยเหล็กหรือเหล็กกล้า,9252656546
267,2020-07-01T00:00:00,2020,7,July,10,ธัญพืช,8114347003
268,2020-07-01T00:00:00,2020,7,July,8,ผลไม้และลูกนัตที่บริโภคได้,11460604507
269,2020-07-01T00:00:00,2020,7,July,74,ทองแดงและชองทำด้วยทองแดง,5491842605
270,2020-07-01T00:00:00,2020,7,July,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6035540325
271,2020-06-01T00:00:00,2020,6,June,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,93752049481
272,2020-06-01T00:00:00,2020,6,June,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,83295715550
273,2020-06-01T00:00:00,2020,6,June,87,ยานยนต์และส่วนประกอบ,48595891336
274,2020-06-01T00:00:00,2020,6,June,40,ยางและของทำด้วยยาง,35883297713
275,2020-06-01T00:00:00,2020,6,June,39,พลาสติกและของที่ทำด้วยพลาสติก,29769421625
276,2020-06-01T00:00:00,2020,6,June,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,15749385507
277,2020-06-01T00:00:00,2020,6,June,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,13110252178
278,2020-06-01T00:00:00,2020,6,June,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17905845581
279,2020-06-01T00:00:00,2020,6,June,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",11148920033
280,2020-06-01T00:00:00,2020,6,June,29,เคมีภัณฑ์อินทรีย์,9850216395
281,2020-06-01T00:00:00,2020,6,June,73,ของทำด้วยเหล็กหรือเหล็กกล้า,8666848123
282,2020-06-01T00:00:00,2020,6,June,10,ธัญพืช,8047369276
283,2020-06-01T00:00:00,2020,6,June,8,ผลไม้และลูกนัตที่บริโภคได้,7630912104
284,2020-06-01T00:00:00,2020,6,June,74,ทองแดงและชองทำด้วยทองแดง,4822911341
285,2020-06-01T00:00:00,2020,6,June,21,ของปรุงแต่งเบ็ดเตล็ดที่บริโภคได้,6326562713
286,2020-05-01T00:00:00,2020,5,May,84,เครื่องจักร เครื่องใช้กล และส่วนประกอบ,79083957181
287,2020-05-01T00:00:00,2020,5,May,85,เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ,75581627113
288,2020-05-01T00:00:00,2020,5,May,87,ยานยนต์และส่วนประกอบ,33890611389
289,2020-05-01T00:00:00,2020,5,May,40,ยางและของทำด้วยยาง,30731776665
290,2020-05-01T00:00:00,2020,5,May,39,พลาสติกและของที่ทำด้วยพลาสติก,27969321996
291,2020-05-01T00:00:00,2020,5,May,71,อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า,46164419714
292,2020-05-01T00:00:00,2020,5,May,27,เชื้อเพลิงที่ได้จากแร่ น้ำมันแร่ และผลิตภัณฑ์,14125253663
293,2020-05-01T00:00:00,2020,5,May,16,ของปรุงแต่งจากสัตว์น้ำ เช่น ปลา กุ้ง,17660143113
294,2020-05-01T00:00:00,2020,5,May,90,"เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ",8761436327
296,2020-05-01T00:00:00,2020,5,May,73,ของทำด้วยเหล็กหรือเหล็กกล้า,7985421976
297,2020-05-01T00:00:00,2020,5,May,10,ธัญพืช,11407920422
298,2020-05-01T00:00:00,2020,5,May,8,ผลไม้และลูกนัตที่บริโภคได้,25183413549
299,2020-05-01T00:00:00,2020,5,May,74,ทองแดงและชองทำด้วยทองแดง,4502347186
